label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
thumbs_up,0.397122,0.354497,-0.0,0.424251,0.243071,-0.011367,0.470046,0.194199,-0.017095,0.513116,0.164997,-0.021037,0.541306,0.122914,-0.024039,0.523442,0.298966,-0.007011,0.498809,0.269691,-0.005811,0.475998,0.270294,-0.009273,0.463576,0.279856,-0.013841,0.519295,0.363181,-0.004974,0.495038,0.329789,0.000751,0.478534,0.323807,-0.002975,0.467072,0.33135,-0.010348,0.503114,0.412554,-0.002411,0.483624,0.374357,0.001173,0.470207,0.368399,0.001893,0.459817,0.374052,-0.001587,0.482711,0.448675,-0.001013,0.470222,0.420663,0.001157,0.458651,0.412842,0.005768,0.449716,0.414806,0.007935
thumbs_up,0.369838,0.426949,-0.0,0.404194,0.294565,-0.009054,0.457948,0.240817,-0.011696,0.505898,0.219801,-0.014752,0.537541,0.178239,-0.017816,0.505319,0.366488,0.009876,0.487759,0.335687,0.008663,0.464307,0.331545,-0.002433,0.449078,0.340027,-0.011814,0.498859,0.438258,0.009696,0.484099,0.40114,0.015829,0.467004,0.388929,0.007314,0.45262,0.397072,-0.00303,0.480021,0.491118,0.008666,0.471608,0.447637,0.010481,0.455455,0.436599,0.008127,0.441041,0.445526,0.00374,0.457361,0.526461,0.006556,0.451167,0.490492,0.009194,0.437722,0.480678,0.015076,0.424596,0.48795,0.018591
thumbs_up,0.373919,0.438473,-0.0,0.40718,0.298117,-0.006231,0.461337,0.23999,-0.006194,0.510871,0.218392,-0.007617,0.542279,0.175686,-0.009084,0.509453,0.362527,0.021728,0.492728,0.342418,0.022511,0.470735,0.339257,0.011096,0.454972,0.343059,0.001415,0.502609,0.436908,0.020189,0.487882,0.408823,0.028174,0.47152,0.398531,0.017809,0.456311,0.403638,0.006237,0.484529,0.492542,0.017347,0.47523,0.45826,0.021311,0.459152,0.448048,0.018075,0.444323,0.452248,0.012974,0.46169,0.532979,0.013418,0.455418,0.506486,0.01856,0.440836,0.495287,0.02531,0.426835,0.496319,0.029237
thumbs_up,0.356382,0.421866,-0.0,0.389904,0.298427,-0.010287,0.445465,0.238502,-0.015868,0.496089,0.203167,-0.020816,0.526425,0.151651,-0.024564,0.512034,0.333166,-0.00053,0.501566,0.328239,-0.008743,0.475729,0.331712,-0.022041,0.458775,0.335701,-0.03211,0.511795,0.408793,-0.001406,0.491948,0.396631,0.00051,0.46954,0.394251,-0.006103,0.453845,0.395783,-0.014612,0.497566,0.474007,-0.003551,0.479938,0.454251,-0.004355,0.460969,0.449306,-0.00395,0.445452,0.447842,-0.006228,0.477537,0.526626,-0.007097,0.464009,0.506543,-0.006957,0.446982,0.49756,-0.001717,0.43372,0.49479,0.002221
thumbs_up,0.429355,0.470762,-0.0,0.465798,0.393077,-0.001493,0.508545,0.341188,-0.008235,0.541366,0.297557,-0.015588,0.554674,0.24778,-0.021227,0.547463,0.401212,-0.010414,0.584721,0.425667,-0.016741,0.567248,0.428027,-0.020959,0.548634,0.419398,-0.023613,0.543012,0.460104,-0.014447,0.568264,0.47644,-0.012003,0.552468,0.47469,-0.009602,0.535522,0.465591,-0.011051,0.532129,0.513569,-0.018187,0.549032,0.517054,-0.01361,0.535464,0.513808,-0.006251,0.519117,0.505015,-0.004941,0.518704,0.559892,-0.022324,0.532881,0.554627,-0.016639,0.521236,0.547044,-0.007178,0.508179,0.539652,-0.00175
thumbs_up,0.408675,0.442698,-0.0,0.439231,0.385795,-0.002699,0.474173,0.35104,-0.009638,0.498969,0.317068,-0.01634,0.509619,0.274782,-0.021646,0.495488,0.401672,-0.017094,0.534799,0.419033,-0.024101,0.518578,0.411647,-0.026023,0.501715,0.404518,-0.026338,0.489999,0.451857,-0.019136,0.522012,0.455775,-0.021487,0.508422,0.444318,-0.018588,0.492144,0.439795,-0.017681,0.481344,0.492234,-0.020472,0.506191,0.486432,-0.019552,0.496268,0.476782,-0.012149,0.482294,0.473616,-0.009096,0.472816,0.523422,-0.021898,0.493281,0.511042,-0.018723,0.484082,0.500099,-0.010218,0.47255,0.498013,-0.004947
thumbs_up,0.382638,0.445337,-0.0,0.405328,0.394302,-0.002201,0.432808,0.363733,-0.008152,0.451636,0.337435,-0.013588,0.460279,0.304248,-0.017804,0.450822,0.410855,-0.017795,0.489068,0.422347,-0.023995,0.475749,0.41184,-0.024525,0.460213,0.406893,-0.023539,0.447108,0.455108,-0.018948,0.479225,0.452984,-0.021163,0.468341,0.43988,-0.017787,0.454942,0.4379,-0.016128,0.441604,0.488718,-0.019249,0.46716,0.477339,-0.018488,0.45847,0.467394,-0.012102,0.447108,0.466773,-0.009309,0.437083,0.513032,-0.019509,0.458207,0.497836,-0.01699,0.450117,0.489078,-0.01024,0.440401,0.490163,-0.006076
thumbs_up,0.394589,0.461765,-0.0,0.41338,0.416893,-0.003329,0.437009,0.387622,-0.009778,0.450786,0.362169,-0.01552,0.455285,0.332546,-0.020082,0.447986,0.430863,-0.021675,0.487572,0.440199,-0.028632,0.474835,0.430315,-0.029015,0.460309,0.425727,-0.027795,0.44428,0.469627,-0.02282,0.479834,0.469902,-0.026861,0.469568,0.457239,-0.023614,0.45635,0.454995,-0.021433,0.440058,0.499075,-0.023081,0.470269,0.493168,-0.023351,0.46204,0.482743,-0.01675,0.450721,0.481583,-0.013408,0.437005,0.520547,-0.023466,0.46109,0.511535,-0.022079,0.454612,0.501985,-0.015764,0.444967,0.501711,-0.011837
thumbs_up,0.416004,0.450025,0.0,0.419164,0.412982,-0.013127,0.416633,0.376823,-0.023283,0.410108,0.348744,-0.030925,0.400221,0.31922,-0.038038,0.400882,0.408426,-0.032581,0.435932,0.423487,-0.043528,0.432341,0.412361,-0.048486,0.422374,0.401043,-0.051692,0.397289,0.444931,-0.030532,0.438098,0.450435,-0.037152,0.432357,0.437023,-0.035854,0.421789,0.427529,-0.036879,0.398059,0.473574,-0.028323,0.435683,0.475136,-0.032275,0.431014,0.462095,-0.024539,0.419908,0.453783,-0.02073,0.403184,0.496945,-0.028209,0.430593,0.494276,-0.03175,0.427664,0.484217,-0.028108,0.418892,0.479511,-0.02558
thumbs_up,0.393898,0.467685,-0.0,0.390341,0.417978,-0.012655,0.370826,0.381784,-0.01749,0.353599,0.362618,-0.020436,0.342863,0.334033,-0.022098,0.340098,0.421892,-0.012898,0.360967,0.434376,-0.022889,0.371397,0.43011,-0.028749,0.367707,0.422365,-0.032318,0.337585,0.454057,-0.010559,0.364849,0.461687,-0.018333,0.375382,0.450236,-0.019941,0.370685,0.44105,-0.021026,0.34171,0.481516,-0.009796,0.36708,0.486277,-0.01748,0.376504,0.474357,-0.015113,0.372236,0.465108,-0.013139,0.348204,0.505382,-0.010521,0.366427,0.506894,-0.015898,0.375088,0.495633,-0.014761,0.373721,0.48678,-0.012976
thumbs_up,0.328031,0.456205,-0.0,0.31676,0.410958,-0.010365,0.294059,0.374867,-0.014697,0.275403,0.351219,-0.018243,0.265304,0.321712,-0.019942,0.260315,0.407771,-0.003214,0.269694,0.416435,-0.013716,0.286322,0.418032,-0.019505,0.287897,0.414529,-0.022121,0.256688,0.438395,-0.001966,0.27277,0.44756,-0.009885,0.289615,0.442824,-0.010674,0.287667,0.437381,-0.009692,0.259888,0.466999,-0.003047,0.277607,0.473523,-0.011152,0.292118,0.465835,-0.007887,0.288892,0.458783,-0.004241,0.265805,0.492152,-0.005469,0.278957,0.497572,-0.009151,0.292101,0.487904,-0.005845,0.292621,0.480292,-0.001965
thumbs_up,0.27138,0.451948,-0.0,0.259202,0.404637,-0.012536,0.234935,0.366442,-0.017711,0.21477,0.340009,-0.021603,0.205721,0.308226,-0.023213,0.200678,0.40274,-0.005373,0.20107,0.417539,-0.01492,0.220522,0.415894,-0.019074,0.223382,0.411084,-0.020813,0.198753,0.434363,-0.003098,0.206524,0.448705,-0.010786,0.227709,0.438939,-0.010129,0.225861,0.432745,-0.00789,0.202987,0.463637,-0.003231,0.212273,0.475515,-0.011719,0.230135,0.463514,-0.0068,0.227172,0.455608,-0.001722,0.209181,0.489585,-0.004765,0.216092,0.498333,-0.009014,0.230293,0.487128,-0.004824,0.230823,0.480151,-2.8e-05
thumbs_up,0.235954,0.441013,-0.0,0.225266,0.394682,-0.014244,0.200965,0.35677,-0.020526,0.179278,0.330983,-0.02541,0.169134,0.299211,-0.027709,0.167821,0.394071,-0.006834,0.163692,0.409164,-0.018374,0.18381,0.407349,-0.023006,0.18852,0.402685,-0.024699,0.167013,0.427052,-0.004285,0.170678,0.442205,-0.014521,0.19353,0.43134,-0.014265,0.191184,0.424183,-0.011871,0.171618,0.456891,-0.004528,0.178144,0.468555,-0.015288,0.196784,0.455802,-0.010705,0.193134,0.448094,-0.005543,0.178379,0.483734,-0.006197,0.183614,0.492172,-0.011342,0.197558,0.479877,-0.007398,0.19729,0.471898,-0.002883
thumbs_up,0.204403,0.45736,-0.0,0.198639,0.409885,-0.013741,0.177501,0.36366,-0.019895,0.157618,0.332383,-0.024584,0.1498,0.304354,-0.025963,0.144458,0.389826,-0.007804,0.124325,0.399643,-0.023049,0.145765,0.406378,-0.028075,0.158142,0.403898,-0.028,0.145583,0.42517,-0.005373,0.127627,0.4313,-0.019912,0.155947,0.431598,-0.018601,0.161144,0.424349,-0.013125,0.147983,0.455394,-0.005978,0.136035,0.459335,-0.020226,0.159722,0.455566,-0.012855,0.163049,0.448565,-0.003435,0.151798,0.483408,-0.007831,0.141687,0.485806,-0.0141,0.158335,0.480419,-0.007473,0.163164,0.476266,0.000198
thumbs_up,0.187124,0.462567,-0.0,0.179535,0.415422,-0.009642,0.163385,0.370807,-0.014516,0.149746,0.333488,-0.019387,0.143965,0.308019,-0.021626,0.133503,0.389498,-0.00319,0.112744,0.393203,-0.016281,0.131863,0.40007,-0.02036,0.143437,0.399365,-0.020012,0.133053,0.421444,-0.002652,0.116198,0.426385,-0.013913,0.141967,0.428996,-0.011659,0.146222,0.421613,-0.006672,0.134983,0.449963,-0.004868,0.122547,0.453245,-0.016682,0.144511,0.451749,-0.008823,0.148531,0.44543,-2.6e-05,0.138449,0.477232,-0.008121,0.126983,0.480806,-0.013433,0.142674,0.47633,-0.006454,0.149114,0.471966,0.00099
thumbs_up,0.20055,0.436112,-0.0,0.192913,0.388933,-0.00744,0.180333,0.343509,-0.011264,0.171573,0.307487,-0.015617,0.169401,0.283243,-0.01798,0.154619,0.358765,-7e-06,0.136219,0.358392,-0.010448,0.150968,0.365664,-0.014453,0.160591,0.365222,-0.014862,0.152545,0.388705,-7.4e-05,0.137559,0.389804,-0.00893,0.158071,0.395666,-0.008102,0.162007,0.390084,-0.004896,0.15288,0.416053,-0.002461,0.142035,0.415815,-0.011518,0.160449,0.418617,-0.005678,0.164103,0.415139,0.000899,0.154562,0.442387,-0.005777,0.144626,0.441711,-0.008951,0.158098,0.440359,-0.002576,0.164065,0.438305,0.003791
thumbs_up,0.237987,0.42864,-0.0,0.230827,0.384276,-0.006469,0.221727,0.344146,-0.009401,0.215024,0.311755,-0.012622,0.215129,0.288926,-0.014375,0.195018,0.362381,0.002276,0.182986,0.36621,-0.004827,0.196163,0.370702,-0.008882,0.20243,0.368253,-0.010779,0.194265,0.390925,0.001911,0.183924,0.395212,-0.004801,0.201795,0.396131,-0.006231,0.204884,0.391233,-0.005801,0.196061,0.416898,-0.000266,0.189416,0.420422,-0.007467,0.204545,0.419197,-0.004461,0.206267,0.415132,-0.000828,0.199013,0.441587,-0.003175,0.191649,0.443104,-0.005917,0.202762,0.439562,-0.001479,0.206658,0.436575,0.002814
thumbs_up,0.250798,0.423607,-0.0,0.245949,0.379057,-0.003025,0.24038,0.343497,-0.003459,0.236159,0.314045,-0.004973,0.237669,0.291565,-0.005395,0.221561,0.362065,0.00847,0.208946,0.361517,0.004249,0.219076,0.366705,0.000516,0.225942,0.363163,-0.001716,0.219805,0.389255,0.00765,0.20762,0.390409,0.003209,0.221078,0.393723,0.000544,0.226701,0.388814,-0.000521,0.219845,0.414259,0.005321,0.210251,0.41511,0.00092,0.22241,0.417015,0.002737,0.227382,0.413049,0.004836,0.221398,0.437461,0.002402,0.21414,0.437818,0.001899,0.223014,0.437221,0.005693,0.228189,0.434197,0.008822
thumbs_up,0.287321,0.44028,-0.0,0.284284,0.397813,0.000298,0.27894,0.362352,0.001537,0.275763,0.332992,0.001437,0.27936,0.310254,0.00116,0.256654,0.382154,0.012859,0.257801,0.384392,0.014278,0.265523,0.385768,0.011052,0.26907,0.382131,0.007826,0.254705,0.408802,0.011198,0.258269,0.413882,0.013749,0.266463,0.411629,0.009064,0.269523,0.408051,0.004264,0.256491,0.435375,0.009047,0.258809,0.438471,0.010566,0.266472,0.436448,0.009414,0.269145,0.434272,0.00753,0.260478,0.459865,0.0067,0.25924,0.459181,0.009703,0.265141,0.457081,0.012942,0.268433,0.456601,0.014597
thumbs_up,0.29281,0.451683,-0.0,0.288507,0.405735,0.005056,0.281942,0.373883,0.007673,0.2801,0.346012,0.008124,0.285084,0.322559,0.007748,0.260775,0.394829,0.014096,0.263731,0.390448,0.017417,0.271557,0.392069,0.015042,0.277716,0.392695,0.012358,0.259224,0.424748,0.011126,0.263542,0.419192,0.017157,0.270829,0.419435,0.013661,0.276526,0.420355,0.008937,0.26245,0.452741,0.008476,0.263553,0.44576,0.013261,0.269707,0.444562,0.011721,0.274737,0.445335,0.008701,0.267828,0.476931,0.006119,0.26723,0.47002,0.010681,0.272552,0.467178,0.013751,0.277336,0.466972,0.014904
thumbs_up,0.305976,0.431828,-0.0,0.295087,0.389485,-0.009488,0.275054,0.352584,-0.01384,0.259117,0.323337,-0.017901,0.254339,0.299238,-0.01985,0.249089,0.38791,-0.00504,0.229533,0.395201,-0.016967,0.24782,0.39407,-0.021613,0.259696,0.390882,-0.022354,0.251876,0.417895,-0.004409,0.235444,0.425177,-0.015716,0.257858,0.417375,-0.015821,0.263621,0.41202,-0.013012,0.257009,0.444357,-0.005997,0.244638,0.448465,-0.01786,0.263695,0.437445,-0.013202,0.268685,0.432579,-0.006775,0.263601,0.469327,-0.008416,0.25252,0.470126,-0.014931,0.265113,0.459222,-0.010605,0.271006,0.455361,-0.005221
thumbs_up,0.303381,0.387968,-0.0,0.293292,0.341704,-0.011867,0.268678,0.304029,-0.017086,0.248037,0.275871,-0.021662,0.24186,0.247352,-0.023613,0.240819,0.3434,-0.004965,0.222458,0.349512,-0.017122,0.242209,0.348551,-0.021229,0.254312,0.346044,-0.021562,0.243603,0.374937,-0.003577,0.228733,0.379633,-0.015309,0.252588,0.372173,-0.014972,0.256191,0.367504,-0.011189,0.248861,0.402692,-0.004884,0.240782,0.40516,-0.016603,0.259287,0.394588,-0.011798,0.260084,0.390521,-0.005064,0.255566,0.427887,-0.007351,0.24802,0.4288,-0.012396,0.260147,0.417634,-0.007377,0.26282,0.413676,-0.001595
thumbs_up,0.278389,0.350802,-0.0,0.26982,0.302503,-0.012823,0.245225,0.259447,-0.018464,0.22531,0.227614,-0.022809,0.215429,0.193481,-0.025093,0.204346,0.297591,-0.008289,0.213189,0.306145,-0.019681,0.232185,0.309288,-0.025837,0.233747,0.307052,-0.029125,0.201179,0.332948,-0.006932,0.218496,0.340208,-0.016381,0.237692,0.335245,-0.017653,0.235203,0.329859,-0.017305,0.205455,0.366154,-0.007808,0.224168,0.371195,-0.017201,0.240303,0.362448,-0.014023,0.236625,0.354899,-0.010662,0.212339,0.395476,-0.01022,0.225923,0.398235,-0.014691,0.239746,0.389648,-0.0113,0.239927,0.383789,-0.007543
thumbs_up,0.237477,0.37536,-0.0,0.237106,0.319651,-0.016113,0.216254,0.27055,-0.023961,0.198289,0.238084,-0.029665,0.18496,0.204052,-0.033421,0.175443,0.311909,-0.019583,0.207517,0.323688,-0.034748,0.219409,0.321394,-0.043495,0.212464,0.313811,-0.049186,0.171731,0.35529,-0.018216,0.212069,0.360682,-0.03086,0.221836,0.349654,-0.033453,0.211823,0.339238,-0.035475,0.176956,0.392379,-0.018969,0.214349,0.392997,-0.030132,0.22373,0.38035,-0.026687,0.214856,0.371388,-0.024344,0.185571,0.423125,-0.021829,0.214254,0.42131,-0.030096,0.222978,0.408896,-0.029536,0.217152,0.400322,-0.028323
thumbs_up,0.204201,0.407321,-0.0,0.204014,0.356853,-0.018088,0.192178,0.308603,-0.030504,0.178276,0.270284,-0.03979,0.162453,0.233722,-0.048064,0.162172,0.347545,-0.036965,0.206547,0.361428,-0.052417,0.204186,0.355066,-0.061384,0.192902,0.347844,-0.067743,0.159759,0.397013,-0.034312,0.211711,0.397517,-0.044078,0.204884,0.38651,-0.04449,0.19103,0.380205,-0.047378,0.165057,0.436369,-0.032456,0.212723,0.430617,-0.039445,0.206403,0.419391,-0.032676,0.191251,0.414997,-0.029901,0.175602,0.468844,-0.033298,0.209676,0.457851,-0.039594,0.205761,0.446022,-0.037736,0.194036,0.442286,-0.036629
thumbs_up,0.182545,0.416371,0.0,0.189812,0.362577,-0.017402,0.197663,0.31125,-0.031931,0.194954,0.269292,-0.043766,0.185586,0.227894,-0.055972,0.181349,0.350289,-0.042193,0.228014,0.356161,-0.058648,0.219302,0.348313,-0.06982,0.204042,0.341982,-0.078302,0.178369,0.400719,-0.04079,0.234827,0.39603,-0.049847,0.221754,0.385603,-0.050549,0.201646,0.381263,-0.05553,0.180273,0.440954,-0.03947,0.232737,0.43418,-0.045579,0.220534,0.422614,-0.037516,0.201212,0.417539,-0.035328,0.185262,0.473138,-0.040968,0.226703,0.46546,-0.047335,0.21969,0.455277,-0.043995,0.205661,0.454238,-0.042795
thumbs_up,0.167289,0.373755,-0.0,0.193141,0.335413,-0.017143,0.215709,0.308224,-0.03625,0.222185,0.2755,-0.051633,0.219152,0.234762,-0.066442,0.195741,0.369371,-0.059977,0.254498,0.393225,-0.072103,0.24369,0.365011,-0.070093,0.225966,0.355248,-0.067216,0.184918,0.415661,-0.05559,0.247512,0.430433,-0.068026,0.239587,0.403086,-0.063061,0.222878,0.392128,-0.059374,0.182499,0.450869,-0.04923,0.239022,0.456147,-0.054602,0.231278,0.433508,-0.047166,0.215902,0.427205,-0.043333,0.187037,0.477495,-0.043708,0.228617,0.473385,-0.047947,0.222228,0.455235,-0.044201,0.207826,0.45063,-0.042056
thumbs_up,0.170386,0.364383,-0.0,0.197955,0.327124,-0.014311,0.223503,0.302276,-0.030672,0.233924,0.271841,-0.043653,0.233132,0.233409,-0.055682,0.206493,0.366093,-0.053151,0.263669,0.39503,-0.063059,0.251303,0.368477,-0.059804,0.234011,0.357561,-0.05624,0.195419,0.412322,-0.049525,0.255458,0.431744,-0.059682,0.247129,0.406869,-0.054397,0.231175,0.396242,-0.05075,0.191523,0.44811,-0.043936,0.245666,0.457098,-0.047843,0.237885,0.437017,-0.040719,0.223465,0.432091,-0.037283,0.194512,0.475121,-0.038943,0.234796,0.475211,-0.042059,0.228287,0.458078,-0.038218,0.214488,0.45414,-0.036135
thumbs_up,0.206931,0.424801,-0.0,0.225441,0.36481,-0.019356,0.232342,0.311812,-0.03334,0.2314,0.272232,-0.044054,0.230612,0.231172,-0.053755,0.205072,0.326231,-0.040865,0.244961,0.353223,-0.065463,0.254638,0.361584,-0.083518,0.252655,0.363885,-0.094951,0.189828,0.369469,-0.040524,0.246326,0.399569,-0.058365,0.254488,0.401003,-0.064031,0.251093,0.399981,-0.070542,0.186067,0.412911,-0.041475,0.240076,0.435291,-0.055663,0.247095,0.431747,-0.051601,0.242523,0.426988,-0.050079,0.189419,0.450521,-0.044717,0.231297,0.464277,-0.054756,0.235928,0.459361,-0.051912,0.230622,0.454297,-0.050126
thumbs_up,0.178898,0.355004,-0.0,0.208835,0.319539,-0.01115,0.238648,0.298938,-0.023761,0.252548,0.275753,-0.03374,0.252908,0.2429,-0.042555,0.224605,0.369214,-0.041942,0.278574,0.398501,-0.049659,0.266483,0.369398,-0.046682,0.250017,0.357408,-0.04352,0.213088,0.413068,-0.039019,0.269448,0.430487,-0.04783,0.261172,0.405316,-0.043544,0.245672,0.395598,-0.040254,0.207919,0.446405,-0.034382,0.259189,0.454153,-0.038044,0.251387,0.433478,-0.031771,0.237208,0.428672,-0.028259,0.208678,0.470794,-0.03011,0.248306,0.471304,-0.032572,0.241696,0.454221,-0.028675,0.227823,0.450975,-0.026193
